date,cdcweek,sitespecific,site,subsample,species,trapcount,ddm14,pt14,rha14,ttmax,ttmin,windspd
2020-06-09,24,Shoal Lake 2,Shoal Lake,FALSE,Ae. vexans,0,3.02,16.6,60.9,17.9,7.4,18.8
2020-06-15,25,Shoal Lake 2,Shoal Lake,FALSE,Ae. vexans,5,3.64,24.6,62.1,23,13.2,16.8
2020-06-16,25,Shoal Lake 2,Shoal Lake,FALSE,Ae. vexans,54,3.51,36.4,64.6,25.7,9.9,21.5
2020-06-23,26,Shoal Lake 2,Shoal Lake,FALSE,Ae. vexans,4,3.1,23.9,NA,24.5,8.5,7.7
2020-06-30,27,Shoal Lake 2,Shoal Lake,FALSE,Ae. vexans,11,5.18,65.9,NA,26.5,18,14.3
2020-07-06,28,Shoal Lake 2,Shoal Lake,FALSE,Ae. vexans,0,8.03,90.2,NA,24.2,13,12.8
2020-07-13,29,Shoal Lake 2,Shoal Lake,FALSE,Ae. vexans,79,7.93,39.9,NA,23.4,11.5,17.1
2020-06-24,26,Steinbach,Steinbach,FALSE,Ae. vexans,29,4.96,21.1,64,26.2,8.9,4.3
2020-06-27,26,Steinbach,Steinbach,FALSE,Ae. vexans,45,6.66,27.5,63,29.6,14.9,16.7
2020-07-01,27,Steinbach,Steinbach,FALSE,Ae. vexans,337,7.88,35.1,67,27.1,18.9,18
2020-07-08,28,Steinbach,Steinbach,FALSE,Ae. vexans,9,10.91,29.8,66,27.2,17.4,13
2020-07-15,29,Steinbach,Steinbach,FALSE,Ae. vexans,44,9.73,70.4,69,25.9,12.4,17
2020-07-22,30,Steinbach,Steinbach,FALSE,Ae. vexans,0,7.59,58.2,69,25.9,9.6,9.5
2020-07-29,31,Steinbach,Steinbach,FALSE,Ae. vexans,0,7.94,3.6,69,26.8,9.5,4
2020-08-20,34,Steinbach,Steinbach,FALSE,Ae. vexans,11,7.61,45.8,67,30.1,15.3,8.3
2020-07-08,28,Steinbach 1,Steinbach,FALSE,Ae. vexans,2,10.91,29.8,66,27.2,17.4,13
2020-07-22,30,Steinbach 1,Steinbach,FALSE,Ae. vexans,42,7.59,58.2,69,25.9,9.6,9.5
2020-08-05,32,Steinbach 1,Steinbach,FALSE,Ae. vexans,11,7.74,1,67,27.4,14.6,11
2020-08-12,33,Steinbach 1,Steinbach,FALSE,Ae. vexans,9,7.49,10.5,64,29.9,10.8,11.2
2020-07-23,30,Steinbach 1,Steinbach,FALSE,Ae. vexans,48,7.27,55.1,69,24.4,15,14.2
2020-07-08,28,Steinbach 4,Steinbach,FALSE,Ae. vexans,121,10.91,29.8,66,27.2,17.4,13
2020-07-22,30,Steinbach 4,Steinbach,FALSE,Ae. vexans,136,7.59,58.2,69,25.9,9.6,9.5
2020-07-23,30,Steinbach 4,Steinbach,FALSE,Ae. vexans,83,7.27,55.1,69,24.4,15,14.2
2020-07-30,31,Steinbach 4,Steinbach,FALSE,Ae. vexans,59,7.88,4.1,70,28.6,11.8,4.8
2020-08-05,32,Steinbach 4,Steinbach,FALSE,Ae. vexans,94,7.74,1,67,27.4,14.6,11
2020-06-01,23,Virden 3,Virden,FALSE,Ae. vexans,0,4.24,0.5,57,29,16.5,18
2020-06-02,23,Virden 3,Virden,FALSE,Ae. vexans,5,4.61,0.5,57,27.8,10.4,16
2020-06-08,24,Virden 3,Virden,FALSE,Ae. vexans,0,4.09,14.6,53,25.2,13.3,12.3
2020-06-09,24,Virden 3,Virden,FALSE,Ae. vexans,1,4.48,14.8,53,20.4,9.7,17.9
2020-06-15,25,Virden 3,Virden,FALSE,Ae. vexans,3,5.45,14.8,56,24.2,12.7,14.8
2020-06-22,26,Virden 3,Virden,FALSE,Ae. vexans,8,4.51,13.1,62,20.8,9.7,13.5
2020-06-23,26,Virden 3,Virden,FALSE,Ae. vexans,2,4.23,12.9,62,26,8.2,5.4
2020-06-30,27,Virden 3,Virden,FALSE,Ae. vexans,9,6.65,23.2,67,24.1,18.6,16.3
2020-07-06,28,Virden 3,Virden,FALSE,Ae. vexans,0,9.31,51.8,70,25.6,13.4,8.2
2020-07-13,29,Virden 3,Virden,FALSE,Ae. vexans,11,8.89,52.5,72,26.2,12.2,13.6
2020-07-14,29,Virden 3,Virden,TRUE,Ae. vexans,4800,8.62,52.3,71,24,11,18
2020-07-20,30,Virden 3,Virden,FALSE,Ae. vexans,197,7.46,13.4,68,23.4,11.1,7.3
2020-07-21,30,Virden 3,Virden,FALSE,Ae. vexans,130,7.31,34.8,69,22.7,11.7,4.6
2020-07-27,31,Virden 3,Virden,FALSE,Ae. vexans,24,7.63,35.3,72,25.8,12.2,11.5
2020-08-03,32,Virden 3,Virden,FALSE,Ae. vexans,48,7.19,32.7,73,24.9,6.6,11.1
2020-08-05,32,Virden 3,Virden,FALSE,Ae. vexans,50,7.22,17.4,71,26.9,10.7,4.4
2020-08-10,33,Virden 3,Virden,FALSE,Ae. vexans,0,6.64,17.9,69,27,8.3,15.9
2020-08-11,33,Virden 3,Virden,FALSE,Ae. vexans,80,6.54,17.9,68,26.7,8.8,9
2020-08-17,34,Virden 3,Virden,FALSE,Ae. vexans,12,7.09,26.5,67,29,7.6,6.4
2020-08-18,34,Virden 3,Virden,FALSE,Ae. vexans,8,7.28,26.5,67,31.4,17,9.8
2020-06-01,23,Virden 4,Virden,FALSE,Ae. vexans,2,4.24,0.5,57,29,16.5,18
2020-06-02,23,Virden 4,Virden,FALSE,Ae. vexans,4,4.61,0.5,57,27.8,10.4,16
2020-06-08,24,Virden 4,Virden,FALSE,Ae. vexans,1,4.09,14.6,53,25.2,13.3,12.3
2020-06-15,25,Virden 4,Virden,FALSE,Ae. vexans,3,5.45,14.8,56,24.2,12.7,14.8
2020-06-16,25,Virden 4,Virden,FALSE,Ae. vexans,2,5.14,14.8,56,30.1,9.3,15.6
2020-06-23,26,Virden 4,Virden,FALSE,Ae. vexans,5,4.23,12.9,62,26,8.2,5.4
2020-06-30,27,Virden 4,Virden,FALSE,Ae. vexans,32,6.65,23.2,67,24.1,18.6,16.3
2020-07-07,28,Virden 4,Virden,FALSE,Ae. vexans,3,9.61,51.8,70,28.2,13,11.8
2020-07-13,29,Virden 4,Virden,FALSE,Ae. vexans,82,8.89,52.5,72,26.2,12.2,13.6
2020-07-27,31,Virden 4,Virden,FALSE,Ae. vexans,100,7.63,35.3,72,25.8,12.2,11.5
2020-08-05,32,Virden 4,Virden,FALSE,Ae. vexans,69,7.22,17.4,71,26.9,10.7,4.4
2020-08-10,33,Virden 4,Virden,FALSE,Ae. vexans,4,6.64,17.9,69,27,8.3,15.9
2020-08-11,33,Virden 4,Virden,FALSE,Ae. vexans,89,6.54,17.9,68,26.7,8.8,9
2020-07-01,27,Winkler 3,Winkler,FALSE,Ae. vexans,194,8.62,37.9,63,27,18.3,16.3
2020-06-24,26,Winkler 2,Winkler,FALSE,Ae. vexans,10,5.51,8.5,61,27.7,12.2,7
2020-07-01,27,Winkler 2,Winkler,FALSE,Ae. vexans,10,8.62,37.9,63,27,18.3,16.3
2020-07-02,27,Winkler 2,Winkler,FALSE,Ae. vexans,57,8.47,43.1,64,31.6,15.7,14.4
2020-07-08,28,Winkler 2,Winkler,FALSE,Ae. vexans,11,11.79,40.8,61,27.5,17.2,12.2
2020-07-09,28,Winkler 2,Winkler,FALSE,Ae. vexans,0,11.96,53.1,63,25.5,16.9,19.4
2020-07-15,29,Winkler 2,Winkler,FALSE,Ae. vexans,26,10.23,48.2,65,26.6,14.2,16.1
2020-08-05,32,Winkler 2,Winkler,FALSE,Ae. vexans,52,8.8,4.2,64,28.5,10.9,6.8
2020-08-12,33,Winkler 2,Winkler,FALSE,Ae. vexans,12,8.11,5.7,62,29.2,11.4,8.8
2020-08-20,34,Winkler 2,Winkler,FALSE,Ae. vexans,7,8.35,16,64,30.4,17.7,5.6
2020-07-23,30,Winker 4,Winkler,FALSE,Ae. vexans,10,7.91,34.7,67,26.4,14.1,13.1
2020-06-24,26,Winker 4,Winkler,FALSE,Ae. vexans,4,5.51,8.5,61,27.7,12.2,7
2020-07-01,27,Winnipeg 60,Winnipeg,TRUE,Ae. vexans,1808,8.24,49.4,67,27.1,19.5,19.7
2020-07-29,31,Winnipeg Beach 5,Winnipeg Beach,FALSE,Ae. vexans,16,7.39,3.1,67,23.8,11.2,6.8
2020-07-22,30,Winnipeg Beach 2,Winnipeg Beach,FALSE,Ae. vexans,95,6.85,29.4,67,26,11.6,12.2
2020-07-29,31,Winnipeg Beach 2,Winnipeg Beach,FALSE,Ae. vexans,87,7.39,3.1,67,23.8,11.2,6.8
2020-08-05,32,Winnipeg Beach 2,Winnipeg Beach,FALSE,Ae. vexans,39,7.34,15.1,68,28.3,8.3,7.6
2020-07-22,30,Winnipeg Beach 5,Winnipeg Beach,FALSE,Ae. vexans,22,6.85,29.4,67,26,11.6,12.2
2020-08-05,32,Winnipeg Beach 5,Winnipeg Beach,FALSE,Ae. vexans,6,7.34,15.1,68,28.3,8.3,7.6
2020-08-12,33,Winnipeg Beach 5,Winnipeg Beach,FALSE,Ae. vexans,27,6.98,16,66,28.3,7.6,9.8
2020-07-07,28,West Saint Paul 6,Winnipeg,FALSE,Ae. vexans,57,10.84,40.9,65,28.8,14.6,9.7
2021-05-31,23,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,0,2.64,24.8,59,25.8,2,8.3
2021-06-01,23,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,0,2.73,24.8,59,29.1,8.2,12.3
2021-06-07,24,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,1,3.85,3,46,26.8,6.9,12.5
2021-06-08,24,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,4,4.77,0.9,45,NA,NA,16.9
2021-06-14,25,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,9,6.08,36.1,52,28.9,8.8,8.8
2021-06-15,25,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,16,6.29,36.1,53,30.2,10.3,15.3
2021-06-21,26,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,19,6.23,37.5,60,19.8,2.3,13.7
2021-06-22,26,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,3,5.63,37,60,28.5,8.8,11.6
2021-06-28,27,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,54,5.94,26.3,59,25.1,11.5,8.6
2021-07-05,28,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,143,7.04,24.5,63,27.4,13,11.3
2021-07-06,28,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,33,7.72,27,65,17.3,7.8,16
2021-07-12,29,Boissevain 4,Boissevain,TRUE,Oc. dorsalis,132,8.36,2.8,65,29,13.9,17.6
2021-07-13,29,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,41,8.66,3.8,65,28.8,11.1,6.2
2021-07-19,30,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,18,9.01,31.8,66,24.1,18.6,20
2021-07-20,30,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,3,8.84,30,67,26.4,17.7,16.7
2021-07-26,31,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,1,11.15,32.7,68,29.5,12.5,13.7
2021-07-27,31,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,0,10.86,31.7,68,32,10.9,11.9
2021-08-04,32,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,0,9.58,1.7,62,31.2,17.4,15.5
2021-08-09,33,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,1,9.14,0,60,19.7,13.3,12
2021-08-10,33,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,0,9.41,27.6,61,25.7,10.6,14.5
2021-08-16,34,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,0,8.44,27.6,60,36.8,14,10.3
2021-08-17,34,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,0,8.59,27.6,60,27.3,14.8,18.1
2021-08-23,35,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,0,7.76,121.2,68,20.6,12.6,17.7
2021-08-24,35,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,0,7.16,93.6,68,19.1,10.6,15.4
2021-08-30,36,Boissevain 4,Boissevain,FALSE,Oc. dorsalis,0,5.27,97.7,78,28.1,7.2,10.5
2021-05-24,22,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,2.28,17.6,56,24.2,10.5,31.5
2021-05-29,22,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,2.66,20.8,61,23.7,10.7,24.6
2021-05-30,23,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,2.47,20.8,60,16.9,2.2,17.2
2021-05-31,23,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,2.44,20.8,61,25.9,-0.7,8.5
2021-06-01,23,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,2.72,20.8,61,29,7.4,16.9
2021-06-07,24,Outback-BDN,Brandon,FALSE,Oc. dorsalis,1,2.71,4.6,50,24,5.2,11.3
2021-06-08,24,Outback-BDN,Brandon,FALSE,Oc. dorsalis,2,3.6,4.6,50,29.7,10.3,19.4
2021-06-09,24,Outback-BDN,Brandon,FALSE,Oc. dorsalis,2,4.01,1.4,48,22.4,14.8,18
2021-06-14,25,Outback-BDN,Brandon,FALSE,Oc. dorsalis,1,5.49,92.3,58,27.8,9.1,11.1
2021-06-15,25,Outback-BDN,Brandon,FALSE,Oc. dorsalis,9,5.57,92.3,59,28,10.7,14.3
2021-06-21,26,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,6.26,91.2,67,18,1.4,16.4
2021-06-22,26,Outback-BDN,Brandon,FALSE,Oc. dorsalis,12,5.64,91.2,67,26.1,7.5,13.4
2021-06-23,26,Outback-BDN,Brandon,FALSE,Oc. dorsalis,16,5.36,91.2,68,25.9,11.2,18.3
2021-06-23,26,Outback-BDN,Brandon,FALSE,Oc. dorsalis,18,5.36,91.2,68,25.9,11.2,18.3
2021-06-24,26,Outback-BDN,Brandon,FALSE,Oc. dorsalis,23,5.18,81.5,66,23.9,8,13.8
2021-06-24,26,Outback-BDN,Brandon,TRUE,Oc. dorsalis,176,5.18,81.5,66,23.9,8,13.8
2021-06-25,26,Outback-BDN,Brandon,FALSE,Oc. dorsalis,13,4.95,68,64,25.5,12.3,15.6
2021-06-26,26,Outback-BDN,Brandon,TRUE,Oc. dorsalis,168,4.95,0.3,63,24.9,11.4,13.5
2021-06-27,27,Outback-BDN,Brandon,TRUE,Oc. dorsalis,16,4.88,0.7,64,22.1,11.2,7.8
2021-06-28,27,Outback-BDN,Brandon,TRUE,Oc. dorsalis,36,5.09,10.3,65,25.2,10.2,10.5
2021-07-05,28,Outback-BDN,Brandon,FALSE,Oc. dorsalis,2,6.11,10,68,25.5,12.6,16.9
2021-07-06,28,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,6.77,10.3,69,15.4,6.2,16.1
2021-07-13,29,Outback-BDN,Brandon,FALSE,Oc. dorsalis,9,7.54,1.7,70,27,10.6,10.5
2021-07-14,29,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,7.88,1.7,70,26.2,13.8,10.5
2021-07-19,30,Outback-BDN,Brandon,FALSE,Oc. dorsalis,4,7.66,21.3,72,22.6,16.9,19.7
2021-07-20,30,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,7.54,21,73,21,16.6,17.7
2021-07-26,31,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,9.61,29.2,76,27.1,12.3,10
2021-07-27,31,Outback-BDN,Brandon,FALSE,Oc. dorsalis,1,9.33,27.8,75,30.2,10.8,11
2021-07-30,31,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,9.2,19.2,74,30.6,12.4,14.5
2021-08-03,32,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,8.58,8.5,72,30.4,11.6,10
2021-08-04,32,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,8.02,6.4,70,29.6,17.8,18.4
2021-08-05,32,Outback-BDN,Brandon,FALSE,Oc. dorsalis,1,8.01,0.3,69,24.5,10.6,13.8
2021-08-09,33,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,7.54,0.3,67,18.5,14.9,13.1
2021-08-10,33,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,7.69,51.6,69,24.6,11.8,19.3
2021-08-15,34,Outback-BDN,Brandon,FALSE,Oc. dorsalis,1,7.23,51.3,70,35.5,10.6,11.8
2021-08-16,34,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,6.76,51.3,69,33.5,15,12.4
2021-08-17,34,Outback-BDN,Brandon,FALSE,Oc. dorsalis,2,6.82,51.3,68,25.6,15.1,19.1
2021-08-23,35,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,6.5,140.5,75,19.1,11,19.8
2021-08-25,35,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,5.12,101.6,75,17.4,5.7,8.3
2021-08-30,36,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,3.91,110.6,82,24.7,5.1,10.4
2021-08-31,36,Outback-BDN,Brandon,FALSE,Oc. dorsalis,0,3.67,110.6,83,26.4,10.4,17.8
2021-05-31,23,Carberry 4,Carberry,FALSE,Oc. dorsalis,2,2.49,32.7,63,25.3,0.5,8.5
2021-06-01,23,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,2.77,32.7,64,28.9,7.7,13.9
2021-06-07,24,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,3.61,4.3,50,23.8,7.1,9.4
2021-06-08,24,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,4.54,4.1,50,29.9,10.6,15.7
2021-06-15,25,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,6.89,61.7,60,28.9,10.8,12.1
2021-06-16,25,Carberry 4,Carberry,FALSE,Oc. dorsalis,1,7.41,60.8,61,31.8,15.2,22.4
2021-06-21,26,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,7.14,59,66,18.3,2.7,15
2021-06-28,27,Carberry 4,Carberry,FALSE,Oc. dorsalis,155,5.95,13.2,62,24.3,12.3,9.4
2021-07-05,28,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,6.77,13.9,64,24,13.1,13.4
2021-07-06,28,Carberry 4,Carberry,FALSE,Oc. dorsalis,2,7.49,13.9,66,15.4,7.1,12.5
2021-07-12,29,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,7.82,0.7,67,27.7,13.8,15.3
2021-07-13,29,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,8.15,0.7,66,26.8,11.2,8
2021-07-19,30,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,8.37,7.2,70,22.1,16.5,13.9
2021-07-20,30,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,8.19,7.2,71,21,16.5,12.4
2021-07-26,31,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,10.21,10.9,75,27.1,12.9,8.5
2021-07-27,31,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,9.9,10.9,76,31.5,9.7,8.5
2021-08-03,32,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,9.12,4.1,70,33.1,13.6,9.4
2021-08-04,32,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,8.43,1.9,67,30.2,18.9,13.2
2021-08-09,33,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,8.21,0.6,64,20.4,16.6,12
2021-08-10,33,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,8.31,22.9,66,23.6,12.7,17.5
2021-08-16,34,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,7.21,25.5,67,34.3,12.9,9.7
2021-08-17,34,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,7.34,25.7,67,26.1,14.5,16.1
2021-08-23,35,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,6.69,100.5,75,18.7,11.9,16.8
2021-08-24,35,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,6.3,78.2,74,15.9,9.1,12.6
2021-08-30,36,Carberry 4,Carberry,FALSE,Oc. dorsalis,0,4.04,86.4,85,24.4,6.1,5.5
2021-05-31,23,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,2.75,64.6,60,25.2,1.9,8.5
2021-06-01,23,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,3.03,64.6,61,28.2,10.2,14.9
2021-06-07,24,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,26,3.89,13.1,48,NA,NA,9.2
2021-06-08,24,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,4.79,11.4,48,28.2,11,11.6
2021-06-14,25,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,6.49,27.5,56,26.8,10.9,8
2021-06-15,25,Cypress River 1,Cypress River,TRUE,Oc. dorsalis,28,6.64,27.5,57,28.8,9.1,11.9
2021-06-16,25,Cypress River 1,Cypress River,TRUE,Oc. dorsalis,9,7.14,27.5,59,32.5,14.9,23.5
2021-06-21,26,Cypress River 1,Cypress River,TRUE,Oc. dorsalis,0,6.76,19.9,65,18.2,5.5,14.6
2021-06-28,27,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,6.17,16,61,24.3,13.5,11
2021-06-29,27,Cypress River 1,Cypress River,TRUE,Oc. dorsalis,0,6.14,16,62,28.6,11.9,10.3
2021-07-05,28,Cypress River 1,Cypress River,TRUE,Oc. dorsalis,0,6.74,13.3,63,25.6,13.3,11.6
2021-07-06,28,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,7.33,13.3,65,15,7,13.6
2021-07-12,29,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,2,7.65,0,67,28.7,13.7,16.7
2021-07-14,29,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,8.51,0.6,66,25.3,14.7,6.9
2021-07-19,30,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,8.36,0.6,69,24.3,16.6,11.5
2021-07-20,30,Cypress River 1,Cypress River,TRUE,Oc. dorsalis,0,8.29,0.6,70,23.2,16.4,9.5
2021-07-27,31,Cypress River 1,Cypress River,TRUE,Oc. dorsalis,0,10.09,5.1,72,30.9,9.2,9.9
2021-08-03,32,Cypress River 1,Cypress River,TRUE,Oc. dorsalis,8,9.34,4.5,66,32.5,12.3,18.5
2021-08-09,33,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,8.17,0,65,21.7,16.8,9.5
2021-08-10,33,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,8.23,27,65,25.7,13.2,7
2021-08-16,34,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,7.22,28,68,35.6,16.4,16.4
2021-08-17,34,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,7.45,28,68,26.6,13.6,13.8
2021-08-23,35,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,7.64,78.6,73,20.2,11.8,10.5
2021-08-24,35,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,7.28,51.6,73,15.9,10.8,16.1
2021-08-30,36,Cypress River 1,Cypress River,FALSE,Oc. dorsalis,0,4.99,56.9,70,25.4,6.9,12.5
2021-05-31,23,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,2.16,26.4,65,24.6,1.2,8.8
2021-06-01,23,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,2.44,26.4,65,27.9,7.6,17.8
2021-06-07,24,Killarney 213,Killarney,FALSE,Oc. dorsalis,2,3.81,7.3,50,27.6,7.5,13.3
2021-06-08,24,Killarney 213,Killarney,FALSE,Oc. dorsalis,1,4.79,7.3,49,27.8,14.2,20.6
2021-06-14,25,Killarney 213,Killarney,FALSE,Oc. dorsalis,5,7.24,86.1,56,26.8,9.3,10.2
2021-06-15,25,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,7.41,86.1,57,28,9.3,16.2
2021-06-21,26,Killarney 213,Killarney,FALSE,Oc. dorsalis,3,7.15,80.6,64,17.3,5.3,14.3
2021-06-28,27,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,5.11,7.4,63,23.1,12.5,13.5
2021-07-05,28,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,5.59,8.1,67,25.5,12.5,12.8
2021-07-06,28,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,6.16,8.1,68,14.6,9.1,13.8
2021-07-12,29,Killarney 213,Killarney,FALSE,Oc. dorsalis,4,6.91,1.4,69,27.9,15.3,17.1
2021-07-13,29,Killarney 213,Killarney,FALSE,Oc. dorsalis,5,7.21,1.4,68,27.7,9.6,10
2021-07-19,30,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,7.6,6.6,71,25.1,16.6,13.6
2021-07-20,30,Killarney 213,Killarney,FALSE,Oc. dorsalis,1,7.54,11.3,72,23.7,17,14.4
2021-07-27,31,Killarney 213,Killarney,FALSE,Oc. dorsalis,1,9.6,11.9,73,29.4,12.5,13.6
2021-08-03,32,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,9.21,0.6,68,30.9,12,8.7
2021-08-04,32,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,8.61,0.6,66,26.9,15.3,14.5
2021-08-09,33,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,7.46,0.5,65,22.5,16.7,14.7
2021-08-10,33,Killarney 213,Killarney,FALSE,Oc. dorsalis,0,7.58,9.3,68,22.2,11.7,18.3
2021-05-31,23,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,4,1.96,17.3,63,24.4,-0.9,9
2021-06-01,23,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,0,2.04,17.5,63,26.7,10.4,15.9
2021-06-07,24,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,0,2.91,4.8,52,21.1,5,9.3
2021-06-08,24,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,1,3.67,5.4,52,28.6,11.7,13.8
2021-06-14,25,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,0,5.13,89.7,59,27.1,8.5,6.6
2021-06-15,25,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,1,5.34,89.5,60,27.1,10.7,17
2021-06-21,26,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,2,5.28,88.4,66,18,3.7,14.8
2021-06-22,26,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,0,4.81,86.7,65,26.9,7.7,13.4
2021-06-28,27,Shoal Lake 1,Shoal Lake,TRUE,Oc. dorsalis,120,4.69,6.8,61,24.7,9.7,6.4
2021-07-05,28,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,0,6.24,6.1,62,23.3,12.4,14.5
2021-07-06,28,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,2,6.86,6.1,64,14.5,7.1,11.7
2021-07-13,29,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,3,7.44,2.1,66,26,10.5,8.6
2021-07-19,30,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,0,7.34,5.9,71,22.4,16.5,19.4
2021-07-20,30,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,0,7.19,5.9,72,21.3,16.2,13.3
2021-07-26,31,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,0,9.11,24.8,75,25.4,11.2,0.6
2021-07-27,31,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,0,8.86,23,75,28.4,10.9,8.8
2021-08-03,32,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,8,7.91,18.9,70,31.5,14.3,4.1
2021-08-04,32,Shoal Lake 1,Shoal Lake,FALSE,Oc. dorsalis,2,7.39,6.9,68,25.6,16.8,15.3
